"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"4000","M","Ride",3.913,40065.6,1622.2,0.0404885986981351,172998.6928
"4001","F","Run",1.615,4905.4,25.4,0.0051779671382558,8176.221
"4002","M","Ride",3.754,23060,483,0.0209453599306158,91397.24
"4003","F","Run",2.741,5240.6,124.9,0.0238331488760829,15613.4846
"4004","M","Ride",4.218,26783.4,406.2,0.0151661103519344,117034.3812
"4005","M","Ride",4.653,15395.9,231.4,0.0150299755129612,73951.1227
"4006","F","Ride",2.429,5496.5,33.9,0.00616756117529337,13689.9985
"4007","F","Run",3.429,5318.6,10.8,0.00203060955890648,18345.4794
"4008","M","Ride",4.016,28573.3,725.7,0.0253978364417131,122007.3728
"4009","M","Ride",7.824,92733.4,384.4,0.00414521628668851,729390.1216
"4010","M","Ride",6.832,69125.5,571,0.00826033808073721,477975.416
"4011","M","Ride",3.836,9432.5,10.5,0.00111317254174397,36288.07
"4012","M","Ride",7.072,29419.3,215.9,0.00733871981998212,210212.2896
"4013","F","Ride",0.862,6947.6,22,0.00316656111462951,6208.8312
"4014","M","Run",3.537,14114.2,87.9,0.00622777061399158,50800.9254
"4015","M","Ride",6.398,28402.2,503.7,0.0177345416904324,186754.2756
"4016","M","Ride",8.361,98540,272.8,0.00276841891617617,826620.94
"4017","M","Run",2.883,2461.8,0,0,7097.3694
"4018","F","Ride",0.229,19268.8,0,0,4412.5552
"4019","F","Run",1.366,6338.2,51.6,0.00814111261872456,9173.9812
"4020","F","Ride",5.735,22532.7,147.7,0.00655491796367058,130702.0345
"4021","F","Ride",6.221,33208,409,0.0123163093230547,210676.968
"4022","M","Ride",6.884,8350.4,0,0,57484.1536
"4023","M","Run",3.067,11492.8,69,0.00600375887512182,35938.4176
"4024","F","Run",1.65,5800.9,12,0.00206864452067783,9691.485
"4025","F","Run",2.462,8489.1,60.6,0.00713856592571651,21506.1642
"4026","F","Ride",4.911,29181.1,183.6,0.00629174362858151,145144.3821
"4027","F","Run",2.964,2857.5,65,0.0227471566054243,9119.63
"4028","M","Ride",7.117,37764.8,521,0.0137959157734186,273982.0816
"4029","F","Ride",2.612,21886.3,849,0.0387913900476554,65657.0156
"4030","M","Ride",2.624,11966.8,287.8,0.0240498713106261,34278.8832
"4031","M","Ride",5.244,9146.3,26.9,0.00294107999956266,48232.1972
"4032","M","Ride",6.591,8561.1,67.5,0.00788450082349231,57101.2101
"4033","F","Run",3.01,4897.4,0,0,14741.174
"4034","F","Run",3.34,13135.6,12.4,0.000943999512774445,43996.904
"4035","F","Ride",5.494,7384.3,0,0,40569.3442
"4036","F","Run",2.972,1890.5,0,0,5618.566
"4037","F","Ride",7.435,43529.8,122,0.00280267770584749,324864.063
"4038","F","Ride",8.832,23759.2,50,0.00210444796121082,210341.2544
"4039","M","Ride",5.202,6554.8,24.7,0.0037682309147495,34345.0696
"4040","F","Run",2.823,8667.6,141.7,0.0163482394203701,25885.6348
"4041","F","Run",3.015,5885.9,51.3,0.00871574440612311,18258.9885
"4042","F","Run",2.804,10433.5,40.8,0.00391048066324819,29663.534
"4043","F","Ride",6.192,18079.9,222,0.012278828975824,114170.7408
"4044","F","Ride",4.338,17743.7,79,0.0044522844727988,77762.1706
"4045","F","Ride",6.19,12770.3,91,0.00712590933650737,79958.157
"4046","M","Run",2.786,4335.4,124.2,0.0286478756285464,13320.4244
"4047","F","Ride",4.895,4899.5,40.4,0.0082457393611593,24387.0525
"4048","F","Run",1.621,2144.2,0,0,3475.7482
"4049","M","Ride",4.103,23336.7,779.2,0.0333894680910326,103542.4801
"4050","F","Run",2.611,10029.6,22.5,0.00224335965541996,26412.2856
"4051","M","Run",4.124,10152.3,40.4,0.00397939383193956,42272.0852
"4052","F","Ride",6.183,5342.5,34.4,0.00643893308376228,33376.6775
"4053","M","Ride",10.444,20377,57,0.00279727143347892,213387.388
"4054","M","Run",2.96,10100.9,37.2,0.00368284014295756,30270.664
"4055","M","Ride",4.927,10168.7,37,0.00363861653898728,50471.1849
"4056","F","Run",2.836,6629.5,58.4,0.00880911079266913,19385.262
"4057","M","Ride",4.667,19877.9,357,0.0179596436243265,96340.1593
"4058","M","Ride",7.33,17048.5,139,0.00815320995982051,126355.505
"4059","F","Ride",6.859,44789.3,183,0.00408579727747475,309039.8087
"4060","F","Ride",5.305,6461.9,10.9,0.00168681038084774,34389.3795
"4061","F","Ride",5.913,36021.6,0,0,212995.7208
"4062","F","Run",3.42,13718.7,170.1,0.0123991340287345,48618.954
"4063","F","Run",2.645,9381.4,316.3,0.0337156501161874,27976.803
"4064","M","Ride",8.665,19860.2,76.1,0.00383178417135779,172849.633
"4065","F","Run",2.713,4456.9,11.7,0.00262514303663982,12208.5697
"4066","M","Ride",6.002,58361.3,533,0.00913276434897783,355614.5226
"4067","F","Ride",6.03,53919.9,594,0.0110163409056768,331076.997
"4068","F","Ride",5.11,9965.4,48.7,0.00488690870411624,51410.194
"4069","M","Ride",6.037,4455.6,0,0,26898.4572
"4070","F","Run",1.693,2628.2,0,0,4449.5426
"4071","F","Run",2.777,3395.9,25.3,0.00745016048764687,9683.4143
"4072","M","Run",3.464,1787.3,0,0,6191.2072
"4073","F","Run",2.667,6325.3,17.8,0.00281409577411348,17047.5751
"4074","M","Ride",3.361,25701.8,429.2,0.0166992195099176,90675.7498
"4075","M","Ride",8.642,85184,269,0.00315787002253944,738850.128
"4076","M","Run",3.022,8053.9,10.7,0.0013285489017743,24445.8858
"4077","M","Ride",5.811,4294,10,0.00232883092687471,25052.434
"4078","M","Ride",4.782,84996.4,665.9,0.00783444945903591,413111.7848
"4079","F","Ride",2.863,23244.3,213,0.0091635368671029,68678.4309
"4080","M","Run",2.98,12119.1,189.9,0.0156694804069609,38013.918
"4081","F","Ride",5.453,6200,28.1,0.00453225806451613,34089.6
"4082","M","Ride",4.706,4353.2,21,0.00482403748966278,20696.1592
"4083","M","Ride",5.162,26437.6,603.1,0.0228122068569008,142501.8912
"4084","M","Run",3.322,20051.7,254.6,0.0126971777953989,69157.7474
"4085","F","Run",1.444,5447,11,0.00201946025335047,7975.468
"4086","M","Run",3.268,5130.8,0,0,16767.4544
"4087","M","Run",1.581,3226.1,0,0,5100.4641
"4088","F","Run",1.36,17344.2,1720.1,0.0991743637642555,40789.112
"4089","F","Ride",7.161,23393.6,199.9,0.00854507215648725,169520.5696
"4090","F","Ride",6.729,25880.2,252.8,0.00976808525436434,176675.8658
"4091","M","Ride",6.724,25449.1,287,0.0112774125607585,173989.7484
"4092","M","Run",3.647,15787.9,167,0.010577720912851,59248.4713
"4093","M","Ride",12.132,20005.6,4,0.000199944015675611,242747.9392
"4094","M","Ride",6.559,19428,43.7,0.00224933086267243,127865.252
"4095","M","Run",3.219,5415.1,36,0.00664807667448431,17791.2069
"4096","F","Run",2.689,12102.3,73,0.00603191128958958,33273.0847
"4097","F","Run",1.397,3506,0,0,4897.882
"4098","F","Run",2.853,12830.1,32.8,0.00255648825808061,36932.2753
"4099","F","Run",3.141,14689.8,223,0.0151806015058068,48370.6618
"4100","F","Run",2.71,12005.7,157.2,0.0130937804542842,34107.447
"4101","F","Run",2.112,4002.3,0,0,8452.8576
"4102","M","Ride",8.948,60801.4,366.9,0.00603440052367215,547719.9272
"4103","F","Ride",8.961,7921.9,43.8,0.00552897663439326,71426.1459
"4104","F","Ride",4.546,8150.1,62.4,0.00765634777487393,37674.3546
"4105","F","Ride",5.278,64727.9,903.9,0.0139646118598008,350672.8562
"4106","F","Run",2.329,6797.4,94,0.0138288169005796,16771.1446
"4107","M","Ride",7.041,38675.1,309.3,0.00799739367189742,275404.3791
"4108","F","Run",2.966,6581.3,48.8,0.00741494841444699,20008.1358
"4109","F","Ride",2.067,30566.6,89.4,0.00292476101365543,64075.1622
"4110","F","Run",2.247,5355.6,69.8,0.0130330868623497,12732.0332
"4111","M","Run",2.563,8033.8,10.9,0.00135676765665065,20699.6294
"4112","M","Ride",4.151,92858.5,2676.3,0.0288212710737305,412218.6335
"4113","F","Run",2.622,8880.2,108.7,0.012240715299205,24370.8844
"4114","M","Ride",8.51,48138.4,67.6,0.00140428431356256,410333.784
"4115","F","Ride",6.289,7704.4,39.1,0.00507502206531333,48843.9716
"4116","M","Ride",9.168,22800.1,102,0.0044736645891904,210051.3168
"4117","M","Ride",7.408,6341.4,22,0.00346926546188539,47197.0912
"4118","F","Ride",4.893,21407.9,0,0,104748.8547
"4119","M","Ride",5.69,61450.8,260.6,0.00424079100678917,352261.052
"4120","M","Ride",5.506,43303.2,930.3,0.0214834007648395,247730.4192
"4121","F","Run",1.845,1208.8,14.7,0.0121608206485771,2377.236
"4122","M","Run",2.866,8790.4,26.7,0.00303740444120859,25460.2864
"4123","F","Run",2.351,1412.9,2,0.00141552834595513,3341.7279
"4124","F","Ride",5,4574.8,29.2,0.00638279269039084,23166
"4125","M","Ride",5.184,10772.7,10.4,0.000965403287940813,55949.6768
"4126","M","Ride",7.468,66035.7,578.5,0.00876041292815856,498939.6076
"4127","M","Ride",6.197,45639.1,271.4,0.00594665538978639,285539.5027
"4128","F","Run",2.299,8440.5,0,0,19404.7095
"4129","F","Ride",7.045,13624.7,0,0,95986.0115
"4130","F","Run",2.902,6520.9,11.8,0.00180956616417979,19041.6518
"4131","F","Ride",6.04,40537,131.7,0.00324888373584626,246160.48
"4132","F","Ride",6.762,61763.7,430.4,0.00696849443929039,421950.1394
"4133","M","Ride",6.679,38403,45,0.00117178345441762,256943.637
"4134","M","Ride",4.664,58754.8,510.5,0.00868865182078741,279137.3872
"4135","F","Run",0.51,3195.3,27.5,0.00860639063624699,1904.603
"4136","M","Ride",4.256,19686.3,509,0.0258555442109487,88874.8928
"4137","M","Ride",4.138,9224.4,11.3,0.00122501192489484,38283.5672
"4138","M","Ride",8.37,64249.5,958,0.0149106218725438,547348.315
"4139","M","Run",2.587,9325,23.6,0.00253083109919571,24359.775
"4140","F","Run",2.539,8513.7,0,0,21616.2843
"4141","F","Ride",6.7,37339.8,233.5,0.00625338111077188,252511.66
"4142","F","Ride",5.842,39590.8,1023.2,0.0258443880901624,241521.4536
"4143","M","Run",4.023,2804,15,0.00534950071326676,11430.492
"4144","F","Run",2.359,3140,18.4,0.00585987261146497,7591.26
"4145","M","Ride",6.097,47816,395,0.00826083319390999,295484.152
"4146","M","Ride",8.422,12725.5,63.2,0.00496640603512632,107806.161
"4147","M","Run",3.453,6046.3,0,0,20877.8739
"4148","M","Ride",8.675,81331.8,147.9,0.00181847690571216,707032.365
"4149","F","Ride",3.074,6157.3,0,0,18927.5402
"4150","F","Run",2.067,5781,159,0.0275038920601972,13539.327
"4151","M","Ride",3.166,13857.5,220.5,0.0159119610319322,46077.845
"4152","M","Run",3.111,14508.8,160.6,0.0110691442434936,46742.8768
"4153","F","Run",2.24,11297,12.8,0.00113304417101885,25433.28
"4154","M","Ride",3.289,6521.4,32,0.00490692182660165,21768.8846
"4155","M","Ride",7.827,56453.8,1134.5,0.0200960785633562,453208.8926
"4156","M","Ride",4.586,19741.1,99.8,0.00505544270582693,91530.6846
"4157","F","Ride",4.96,34570.2,146.6,0.00424064656843177,172934.192
"4158","M","Run",1.155,54.3,0,0,62.7165
"4159","M","Ride",5.264,6975.4,44.6,0.0063938985577888,37164.5056
"4160","F","Run",2.364,3852.9,0,0,9108.2556
"4161","M","Ride",7.534,76441.9,503.1,0.00658146906343249,580944.2746
"4162","M","Ride",6.717,76536.5,980,0.0128043482521411,523895.6705
"4163","F","Run",2.559,6738.8,11.4,0.00169169585089333,17358.5892
"4164","M","Ride",6.818,30815.5,448,0.0145381382745696,214580.079
"4165","M","Ride",6.837,114686,1126.5,0.00982247179254661,795373.182
"4166","M","Ride",5.045,29602,142.1,0.004800351327613,150763.09
"4167","F","Ride",4.671,6259,45,0.00718964690845183,29685.789
"4168","M","Ride",3.857,54,0,0,208.278
"4169","F","Run",2.894,9136.4,23.2,0.00253929337594676,26672.7416
"4170","F","Run",2.627,7674,13.4,0.0017461558509252,20293.598
"4171","F","Run",3.08,7510.1,0,0,23131.108
"4172","F","Run",1.784,8795.7,35,0.00397921711745512,16041.5288
"4173","F","Ride",5.472,24196.3,60.7,0.00250864801643226,133009.1536
"4174","F","Run",2.846,3492.2,10.8,0.00309260637993242,10046.8012
"4175","M","Ride",4.757,13775.1,323.3,0.0234698840661774,68761.1507
"4176","F","Run",2.773,5085.3,95.9,0.0188582777810552,15060.5369
"4177","M","Run",2.48,16098.1,499.8,0.0310471422093291,44921.288
"4178","F","Run",1.383,3729.4,0,0,5157.7602
"4179","F","Ride",6.177,21169.6,449,0.0212096591338523,135254.6192
"4180","F","Ride",5.603,33847.1,323,0.00954291505032927,192875.3013
"4181","F","Ride",4.991,35439.6,249,0.007026038668608,179369.0436
"4182","M","Ride",9.458,52614.1,25.9,0.000492263480701941,497883.1578
"4183","M","Ride",5.768,10833.2,39,0.00360004430823764,62875.8976
"4184","F","Ride",6.694,82849.4,984.5,0.0118830069982402,564438.8836
"4185","M","Run",3.223,11572.1,317,0.0273934722306237,40466.8783
"4186","F","Run",2.116,11629.5,160.8,0.0138269057139172,26216.022
"4187","F","Ride",4.382,10200.7,44.1,0.00432323271932318,45140.4674
"4188","M","Ride",1.77,2978.5,0,0,5271.945
"4189","M","Ride",6.508,25695.1,372,0.0144774684667505,170943.7108
"4190","F","Run",2.758,8974.1,288.6,0.0321592137373107,27636.5678
"4191","F","Run",2.707,4799.2,0,0,12991.4344
"4192","M","Ride",6.271,23083.7,256.1,0.0110944086086719,147318.8827
"4193","F","Run",1.927,3954.3,0,0,7619.9361
"4194","M","Ride",6.747,45511.7,723,0.0158860249122753,314297.4399
"4195","F","Ride",4.068,7370.6,32.3,0.00438227552709413,30306.6008
"4196","F","Run",2.666,4934.4,54,0.010943579766537,13695.1104
"4197","M","Ride",6.786,13769.1,129.9,0.00943416781053228,94736.1126
"4198","M","Ride",7.947,11968.5,95,0.0079375026110206,96063.6695
"4199","F","Ride",3.706,6178.6,26.3,0.00425662771501635,23160.8916
"4200","M","Ride",5.807,30054.6,433.1,0.0144104396664737,178858.0622
"4201","M","Ride",6.793,65678.6,711,0.0108254439041027,453264.7298
"4202","M","Ride",7.649,69063.6,469.7,0.00680097764958676,532964.4764
"4203","M","Ride",6.95,24074,147.1,0.00611032649331229,168785.3
"4204","F","Run",3.247,2889.4,22.8,0.00789091160794629,9609.8818
"4205","F","Ride",5.715,9115.7,93,0.0102021786587975,53026.2255
"4206","F","Ride",6.375,8612.9,97.3,0.0112970079764075,55880.2375
"4207","M","Run",2.097,41965.6,411.8,0.00981279905446366,92119.8632
"4208","M","Ride",8.255,31395,271,0.00863194776238255,261875.725
"4209","M","Ride",5.696,50087.4,307.9,0.00614725459896102,288376.8304
"4210","M","Run",3.492,10479.4,10.6,0.00101150829245949,36700.0648
"4211","F","Ride",2.23,11389.4,56.8,0.00498709326215604,25966.362
"4212","M","Run",1.537,1588.2,11.9,0.00749275909835033,2560.0634
"4213","M","Run",3.26,13176.6,0,0,42955.716
"4214","F","Ride",5.414,18780.2,10.1,0.000537800449409484,101777.0028
"4215","F","Run",3.035,3583.8,0,0,10876.833
"4216","F","Run",2.462,8489.1,60.6,0.00713856592571651,21506.1642
"4217","M","Ride",4.193,14532.1,46.4,0.00319293151024284,61397.0953
"4218","M","Ride",5.249,8981.7,25.1,0.00279457118362893,47395.9433
"4219","M","Ride",10.466,40366.9,48.5,0.00120147942992898,422964.9754
"4220","M","Run",3.866,6078,80,0.0131622244159263,24297.548
"4221","F","Ride",5.486,60016.7,1188,0.0197944905334682,341131.6162
"4222","F","Run",2.863,5021.8,0,0,14377.4134
"4223","M","Ride",6.933,12368.5,172,0.0139062942151433,87470.8105
"4224","F","Run",2.51,4435.5,26.5,0.00597452372900462,11398.105
"4225","M","Ride",6.451,14147.1,73.2,0.00517420531416333,91994.9421
"4226","F","Ride",5.977,4273.6,35.2,0.0082366154998128,25895.3072
"4227","M","Ride",7.759,100113,271.7,0.00271393325542137,779493.767
"4228","M","Ride",5.747,21223.7,0,0,121972.6039
"4229","F","Ride",5.68,14432.7,90.1,0.00624276815841804,82878.736
"4230","F","Ride",5.819,42815.7,0,0,249144.5583
"4231","M","Ride",4.98,13152.9,127.3,0.00967847394871093,66774.442
"4232","M","Ride",7.591,9101.3,20.2,0.00221946315361542,69289.9683
"4233","M","Run",3.611,12965.1,24,0.00185112340051369,47056.9761
"4234","M","Ride",5.585,16577.7,180.1,0.0108639919892386,94387.4545
"4235","M","Ride",4.368,34109.7,721.8,0.0211611359818468,156209.1696
"4236","M","Ride",8.804,71643.9,22.6,0.000315449047302003,630978.8956
"4237","M","Ride",3.947,2111.9,0,0,8335.6693
"4238","M","Ride",7.974,49288.6,167,0.00338820741510207,394697.2964
"4239","M","Ride",6.438,111867,529,0.00472882977106743,725489.746
"4240","M","Ride",3.53,11369,113,0.00993930864631894,41262.57
"4241","F","Ride",5.799,30095.6,317.4,0.0105463921636385,177698.3844
"4242","F","Run",2.876,9750.3,33,0.00338451124580782,28371.8628
"4243","M","Run",3.372,9871.8,79.1,0.00801272311027371,34078.7096
"4244","M","Ride",7.594,76146.7,1014,0.0133164011047097,588398.0398
"4245","F","Ride",5.081,10014.1,23.3,0.00232671932575069,51114.6421
"4246","M","Run",2.713,32439.2,151.5,0.00467027546918543,89522.5496
"4247","M","Ride",3.58,32365.8,747.8,0.0231046351395609,123347.564
"4248","M","Ride",8.732,23348.8,280.7,0.0120220311108066,206688.7216
"4249","M","Ride",5.86,44643.7,960.1,0.0215058339698546,271213.082
"4250","M","Run",2.449,13209.3,320.3,0.0242480676493077,35552.5757
"4251","M","Ride",7.48,92301.7,791,0.00856972298451708,698326.716
"4252","M","Ride",7.037,16368.6,125,0.00763657246190878,116435.8382
"4253","F","Run",3.038,3873,0,0,11766.174
"4254","M","Ride",6.823,6338.4,0,0,43246.9032
"4255","F","Run",2.677,8068.6,129.4,0.0160374786208264,22893.6422
"4256","F","Ride",2.429,12417.4,1088.2,0.0876350926925121,41043.8646
"4257","M","Ride",6.922,172200,1616.3,0.00938617886178862,1208131.4
"4258","M","Run",2.069,736.4,0,0,1523.6116
"4259","F","Run",2.542,5669.4,16.4,0.00289272233393304,14575.6148
"4260","M","Ride",7.794,5416.9,23.6,0.00435673540216729,42455.3186
"4261","M","Ride",7.35,10885.2,41,0.00376658214823797,80416.22
"4262","M","Ride",6.558,133833,2464.8,0.0184169823586111,902324.814
"4263","F","Ride",3.542,11662.7,36.6,0.00313820984849134,41675.2834
"4264","M","Ride",6.276,103245,1194.5,0.0115695675335367,659910.62
"4265","M","Run",3.346,10009.1,74.7,0.00746320848028294,34237.4486
"4266","M","Ride",5.885,23662.9,188,0.00794492644604,141136.1665
"4267","M","Ride",5.885,17500.8,12.5,0.000714253062717133,103117.208
"4268","F","Ride",7.769,37408,4,0.000106928999144568,290662.752
"4269","M","Ride",8.932,163580,868,0.00530627216041081,1469776.56
"4270","F","Run",1.643,6595.2,39.2,0.0059437166424066,11227.9136
"4271","F","Run",2.825,1273.9,0,0,3598.7675
"4272","M","Ride",7.478,38827.8,356,0.00916868841397143,293914.2884
"4273","M","Ride",7.566,144320,1423.4,0.00986280487804878,1106159.12
"4274","F","Ride",5.782,56676.1,843.3,0.0148792877420994,336134.2102
"4275","F","Ride",7.329,53331.2,435.4,0.00816407656306252,395218.3648
"4276","F","Run",2.268,4610.8,259.1,0.0561941528585061,13048.2944
"4277","M","Run",1.898,5215.9,0,0,9899.7782
"4278","M","Ride",7.449,15904,75,0.00471579476861167,119218.896
"4279","M","Run",3.238,6314.4,0,0,20446.0272
"4280","F","Ride",6.861,38256.9,0,0,262480.5909
"4281","M","Run",2.776,1540.9,20.5,0.0133039132974236,4482.5384
"4282","F","Ride",6.332,15246.5,86.7,0.00568655101170761,97407.838
"4283","F","Ride",3.407,9949.6,584.5,0.0587460802444319,39743.2872
"4284","M","Ride",4.484,7976.2,0,0,35765.2808
"4285","M","Run",2.675,10915.7,107.3,0.00982987806553863,30272.4975
"4286","F","Ride",9.771,157114,1146,0.00729406672861744,1546620.894
"4287","F","Run",3.132,11917.3,275.2,0.023092479001116,40076.9836
"4288","F","Ride",6.612,71659.2,0,0,473810.6304
"4289","M","Run",3.653,8065.9,41.4,0.00513271922538092,29878.7327
"4290","F","Ride",5.387,31541.8,128.5,0.00407395900043751,171200.6766
"4291","M","Ride",6.922,37141.7,106.1,0.00285662745647076,258155.8474
"4292","M","Ride",9.304,13593.6,23.9,0.00175818032015066,126713.8544
"4293","M","Run",3.075,6571,0,0,20205.825
"4294","F","Ride",3.923,16967.9,176,0.0103725269479429,68325.0717
"4295","F","Run",2.788,9358.7,90.5,0.00967014649470546,26997.0556
"4296","M","Ride",8.412,26000.4,325,0.0124998076952662,221965.3648
"4297","M","Ride",8.106,62042.8,727,0.0117177174466658,510188.9368
"4298","F","Run",3.177,10431.2,39.8,0.00381547664698213,33537.9224
"4299","M","Ride",6.318,13471,0,0,85109.778
"4300","M","Ride",3.954,10858.6,55.1,0.00507431897297994,43485.9044
"4301","F","Run",3.013,8929.4,0,0,26904.2822
"4302","M","Ride",6.123,35780.9,47.7,0.00133311347674318,219563.4507
"4303","M","Ride",5.136,8196.6,122.8,0.0149818217309616,43325.7376
"4304","F","Ride",6.664,19691.5,52.7,0.00267628164436432,131751.156
"4305","F","Ride",5.876,4142.7,47.3,0.0114176744635141,24815.5052
"4306","M","Ride",6.202,20324.1,256.4,0.0126155647728559,128614.0682
"4307","M","Ride",3.664,17262.9,176,0.0101952742586703,65011.2656
"4308","M","Ride",7.962,74153.5,337.4,0.0045500212397257,593784.167
"4309","F","Ride",5.653,23802.9,202,0.00848636090560394,136577.7937
"4310","F","Ride",6.565,53288.8,4,7.50626773355752e-05,349880.972
"4311","M","Run",3.229,6154.6,29,0.00471192278945829,20163.2034
"4312","F","Ride",4.13,5992.6,47.4,0.0079097553649501,25223.438
"4313","M","Ride",8.903,83256.5,689,0.00827563013098076,748122.6195
"4314","F","Run",2.353,11971.1,102.9,0.00859570131399788,29196.9983
