"","athlete.sex","type","average_speed","distance","total_elevation_gain","incline","score"
"6012","F","Run",3.756,1990.5,0,0,7476.318
"6013","M","Ride",5.891,3428.5,23,0.00670847309318944,20427.2935
"6014","F","Ride",7.171,48146.8,392.9,0.00816045926209011,349189.7028
"6015","F","Ride",6.671,121098,3464,0.0286049315430478,842484.758
"6016","F","Ride",6.096,21188.5,10.4,0.000490832291101305,129269.096
"6017","F","Ride",7.331,85577.2,278,0.00324852881374946,630146.4532
"6018","M","Ride",8.212,11849.4,45,0.00379766064104512,97757.2728
"6019","F","Ride",6.296,48350,182.3,0.00377042399172699,306234.6
"6020","M","Ride",7.703,18779,131,0.0069758773097609,145964.637
"6021","F","Ride",5.882,22544,153.8,0.0068222143364088,134141.808
"6022","F","Run",2.77,4955.6,21.4,0.00431834692065542,13941.012
"6023","M","Run",3.124,8850.2,0,0,27648.0248
"6024","M","Ride",7.01,7339.7,26,0.00354237911631266,51711.297
"6025","M","Ride",4.764,43789.1,837,0.0191143458075183,216981.2724
"6026","M","Run",2.794,3034,13.3,0.00438365194462755,8609.996
"6027","M","Ride",5.924,7967.5,25.4,0.00318795105114528,47453.47
"6028","M","Ride",6.07,24237.6,144.7,0.00597006304254547,148569.232
"6029","F","Run",0.06,3209.9,0,0,192.594
"6030","F","Ride",3.282,10970.1,52.4,0.00477662008550515,36527.8682
"6031","M","Ride",6.136,21622,444.5,0.0205577652391083,137117.592
"6032","M","Ride",9.895,68134.9,573.4,0.00841565776129414,679928.8355
"6033","M","Ride",6.045,117717,1164,0.00988812151176126,723239.265
"6034","M","Run",2.946,2600.9,36,0.013841362605252,8022.2514
"6035","F","Ride",4.711,101125,1295,0.0128059332509271,489349.875
"6036","F","Ride",7.678,38082.5,161,0.00422766362502462,294007.435
"6037","M","Ride",5.105,10117.3,75.5,0.00746246528223933,52403.8165
"6038","M","Ride",6.11,65909.4,563.8,0.00855416678045924,408344.434
"6039","F","Ride",6.907,22820.5,240,0.0105168598409325,160021.1935
"6040","M","Ride",8.465,35546.5,723.9,0.0203648741788924,308140.1225
"6041","F","Run",2.228,5693.9,20.6,0.00361790688280441,12892.0092
"6042","M","Run",2.325,20551.9,25.4,0.0012358954646529,48037.1675
"6043","F","Run",3.04,18485.2,94.4,0.00510678813320927,57139.008
"6044","F","Ride",8.57,18657.8,27,0.00144711595150554,160167.346
"6045","M","Ride",7.87,12018.2,22.3,0.00185551912932053,94806.234
"6046","M","Ride",6.229,41453,562,0.0135575229778303,263830.737
"6047","M","Run",3.528,1337.3,4,0.00299110147311748,4757.9944
"6048","M","Ride",6.157,8761.4,354.5,0.0404615700687105,57488.9398
"6049","F","Run",2.578,9981.8,13.6,0.0013624797130778,25869.0804
"6050","M","Ride",7.449,40365.8,272,0.00673837753742029,303404.8442
"6051","M","Ride",7.733,38060.3,128,0.00336308436875169,295600.2999
"6052","M","Ride",8.067,17076.8,29.7,0.00173920172397639,138055.5456
"6053","M","Ride",4.83,12948,79,0.00610132839048502,63328.84
"6054","M","Ride",7.113,43749.6,601,0.0137372684550259,317200.9048
"6055","F","Run",2.024,3541.3,0,0,7167.5912
"6056","M","Ride",6.725,32366.8,344,0.0106281745492295,221106.73
"6057","M","Ride",4.832,11621.6,5,0.00043023335857369,56205.5712
"6058","F","Run",2.288,5090.2,19.9,0.00390947310518251,11845.3776
"6059","M","Ride",6.964,22237.4,120.9,0.00543678667470118,156070.2536
"6060","M","Run",5.067,815.8,0,0,4133.6586
"6061","M","Ride",7.347,73856.3,480,0.00649910704977097,547422.2361
"6062","F","Run",2.157,6035.6,153.1,0.0253661607793757,14549.7892
"6063","F","Run",3.051,3643.1,26.5,0.00727402486893031,11380.0981
"6064","F","Ride",6.714,21564.4,95.9,0.00444714436756877,145742.3816
"6065","F","Ride",3.86,3408.5,31.6,0.00927094029631803,13472.81
"6066","F","Ride",7.786,60210.7,69.5,0.0011542798871297,469495.5102
"6067","M","Ride",7.26,33913.7,97.9,0.00288673898748883,247192.462
"6068","M","Ride",3.799,22298.8,422.4,0.0189427233752489,88937.1412
"6069","F","Run",2.92,7527.7,85.3,0.0113314823917,22833.884
"6070","F","Run",2.931,10390.1,106.6,0.0102597665085033,31519.3831
"6071","F","Ride",6.073,75404.4,767,0.0101718202120831,465600.9212
"6072","F","Ride",7.136,25519.3,60.5,0.00237075468370998,182710.7248
"6073","F","Ride",6.384,22191.2,314,0.0141497530552651,144808.6208
"6074","M","Ride",7.499,14660.6,30,0.00204630096994666,110239.8394
"6075","F","Run",2.844,12532.1,13.4,0.00106925415532911,35775.2924
"6076","M","Ride",5.333,1706.5,11.2,0.00656314093173161,9212.7645
"6077","M","Ride",6.284,10243.1,146.5,0.0143023108238717,65832.6404
"6078","F","Run",2.933,4831.4,31.8,0.00658194312207642,14488.4962
"6079","M","Run",3.269,42556.8,55.8,0.00131118881118881,139676.1792
"6080","M","Run",3.114,9978.5,118,0.0118254246630255,32253.049
"6081","F","Run",2.803,8088.9,28.3,0.00349862156782752,22956.1867
"6082","M","Run",3.534,5283.9,0,0,18673.3026
"6083","M","Run",2.494,3506.7,97.8,0.0278894687312858,9723.7098
"6084","F","Ride",3.703,22872,497.5,0.0217514865337531,89670.016
"6085","M","Ride",4.949,40559.2,730.6,0.0180131758022841,208033.4808
"6086","M","Ride",6.839,29769.8,410,0.0137723464719279,207695.6622
"6087","F","Run",2.631,5330.4,59.7,0.0111999099504728,14621.2824
"6088","M","Run",3.081,6997,53.7,0.00767471773617265,22094.757
"6089","M","Ride",7.329,37823.4,258,0.00682117419375307,279787.6986
"6090","F","Run",2.617,12827.3,275,0.0214386503784896,36319.0441
"6091","M","Ride",7.099,94789.1,1166,0.0123009924136847,684567.8209
"6092","M","Ride",7.734,89118.1,10.7,0.000120065396367292,689346.3854
"6093","M","Ride",6.964,37391.5,276,0.00738135672545899,263154.406
"6094","M","Ride",4.686,18031.7,143.3,0.00794711535795294,85929.5462
"6095","F","Ride",5.511,35775.1,219,0.00612157618008056,199346.5761
"6096","F","Run",2.241,5057.5,0,0,11333.8575
"6097","M","Ride",5.492,14937.7,49.3,0.00330037422093093,82530.8484
"6098","F","Run",1.975,5189.9,58.6,0.0112911616794158,10836.0525
"6099","F","Ride",4.161,11830.9,135.1,0.0114192495921697,50579.3749
"6100","F","Run",2.75,7286,39.5,0.00542135602525391,20431.5
"6101","M","Ride",3.265,41448,592.4,0.0142926076047095,141251.72
"6102","F","Run",2.867,14490.6,78.1,0.00538970090955516,42325.5502
"6103","F","Run",2.607,6187.1,76,0.0122836223755879,16889.7697
"6104","M","Run",2.763,10023.3,74.7,0.0074526353596121,28441.3779
"6105","F","Run",3.242,10008.7,0,0,32448.2054
"6106","F","Run",2.4,3393,0,0,8143.2
"6107","M","Ride",4.708,2448.1,13,0.00531024059474695,11655.6548
"6108","F","Run",3.202,4968.9,16.5,0.00332065447080843,16075.4178
"6109","F","Run",3.301,9679.8,122.9,0.0126965433170107,33182.0198
"6110","M","Run",3.821,4933.4,26,0.00527019905136417,19110.5214
"6111","F","Ride",6.345,81385.2,1389.4,0.0170719000506235,530283.094
"6112","F","Run",2.315,4769.3,0,0,11040.9295
"6113","F","Ride",5.378,28283.7,185.1,0.00654440543493249,153960.7386
"6114","M","Ride",3.653,27710,748.1,0.0269974738361602,108705.63
"6115","F","Ride",5.506,12145.9,84.9,0.00699001309083724,67724.3254
"6116","M","Ride",8.544,70132.9,670,0.00955329096615141,605915.4976
"6117","F","Ride",5.46,38533.4,108.2,0.00280795361945741,211474.364
"6118","F","Ride",6.311,27004.8,236.6,0.00876140537978433,172793.2928
"6119","M","Ride",7.655,57939.1,880.8,0.0152021691741846,452331.8105
"6120","M","Ride",7.015,24523.2,0,0,172030.248
"6121","M","Ride",8.316,28383.2,0,0,236034.6912
"6122","F","Ride",3.794,3031.8,0,0,11502.6492
"6123","M","Ride",7.281,31788.2,579,0.0182143059374233,237239.8842
"6124","M","Ride",8.438,33568.1,68,0.00202573276414215,283927.6278
"6125","M","Ride",6.555,32484.2,213,0.00655703388108681,215063.931
"6126","F","Run",3.117,13691,28,0.00204513914250237,42954.847
"6127","M","Run",2.043,1660.6,0,0,3392.6058
"6128","M","Run",2.773,11301.6,100,0.00884830466482622,32339.3368
"6129","M","Run",2.999,5641.4,0,0,16918.5586
"6130","F","Ride",2.454,5513.7,184.4,0.0334439668462194,15374.6198
"6131","F","Run",2.796,7579,57.9,0.00763953028103972,21769.884
"6132","M","Ride",8.13,53462,337,0.00630354270322846,438016.06
"6133","M","Run",3.288,9026.2,127,0.0140701513372183,30948.1456
"6134","M","Run",3.238,9884.6,40,0.00404669890536795,32406.3348
"6135","M","Ride",4.353,11935,26.1,0.00218684541265186,52214.055
"6136","F","Ride",5.78,25782.6,439,0.0170269871929131,153413.428
"6137","F","Run",2.374,5719.8,55.9,0.00977306898842617,14137.8052
"6138","F","Run",1.738,9956.5,20.8,0.0020890875307588,17512.397
"6139","M","Ride",6.525,110410,1332,0.0120641246263925,733745.25
"6140","M","Ride",6.127,3302.3,0,0,20233.1921
"6141","F","Ride",4.574,19595.2,137,0.00699150812443864,90998.4448
"6142","F","Ride",6.984,46356,71,0.00153162481663647,324460.304
"6143","F","Ride",6.651,21075.6,11,0.000521930573744045,140283.8156
"6144","F","Run",3.735,7290.1,152.1,0.0208639113318061,28749.5235
"6145","F","Run",2.752,10107.7,30.3,0.00299771461361141,28119.3904
"6146","F","Run",3.479,3235.8,12,0.00370851103282032,11377.3482
"6147","M","Ride",7.136,25690,0,0,183323.84
"6148","M","Run",3.379,2706.4,16.6,0.00613360922258351,9310.9256
"6149","F","Run",2.838,5012.6,43.5,0.0086781311096038,14660.7588
"6150","F","Run",3.957,12882.8,28.9,0.00224330114571366,51266.2396
"6151","F","Ride",4.041,17597.3,278.1,0.0158035607735278,73891.6893
"6152","M","Ride",4.798,15526.1,16.5,0.00106272663450577,74659.2278
"6153","F","Run",2.674,16551,481.2,0.029073771977524,49069.374
"6154","M","Ride",5.186,19041.4,54.3,0.00285168107387062,99291.7004
"6155","F","Ride",6.483,11169.4,80.4,0.00719823804322524,73215.2202
"6156","F","Run",3.157,6376.3,45.2,0.00708875052930383,20581.9791
"6157","M","Run",2.049,7084.4,61.3,0.00865281463497262,15128.9356
"6158","F","Ride",5.853,9470.9,39.8,0.00420234613394714,55831.1777
"6159","M","Run",3.093,6683,161.6,0.0241807571449948,22286.519
"6160","M","Ride",7.488,40009.4,334.4,0.00835803586157253,302934.3872
"6161","M","Ride",7.341,44079.8,245.8,0.00557625034596346,326047.8118
"6162","F","Ride",2.611,10970.4,38.1,0.00347298184204769,29024.7144
"6163","F","Run",2.912,12424.5,0,0,36180.144
"6164","M","Ride",8.358,106291,481,0.00452531258526122,893190.178
"6165","M","Ride",8.216,69276.2,544,0.00785262471093969,574613.2592
"6166","F","Ride",5.928,14416.6,0,0,85461.6048
"6167","M","Ride",5.86,61115.9,337,0.00551411334857214,361509.174
"6168","M","Run",4.541,11025.2,0,0,50065.4332
"6169","F","Run",2.451,3562,25.5,0.00715889949466592,8985.462
"6170","M","Ride",8.277,45301.6,264,0.00582760873788122,377601.3432
"6171","F","Ride",3.892,1218.2,2,0.0016417665407979,4761.2344
"6172","M","Ride",5.698,5840.8,50,0.0085604711683331,33780.8784
"6173","F","Run",2.531,926.2,0,0,2344.2122
"6174","F","Run",2.014,6134.4,109.3,0.0178175534689619,13447.6816
"6175","M","Ride",1.55,5201.8,86.8,0.0166865315852205,8930.79
"6176","M","Ride",7.744,36791.2,53,0.00144056187349149,285441.0528
"6177","F","Run",3.214,12003.8,97.6,0.00813075859311218,39556.2132
"6178","F","Ride",9.029,39050.2,230,0.00588985459741563,354884.2558
"6179","F","Ride",6.228,18783.4,160,0.00851815965160727,118583.0152
"6180","F","Ride",6.787,23572.1,183,0.00776341522392999,161813.8427
"6181","M","Run",1.648,4966.6,41.2,0.00829541336125317,8596.9568
"6182","F","Run",2.856,5081.2,18.6,0.00366055262536409,14697.9072
"6183","F","Run",2.203,3645.6,95.4,0.0261685319289006,8985.2568
"6184","F","Run",2.535,5838.2,57.5,0.00984892603884759,15374.837
"6185","F","Ride",7.306,30868.8,0,0,225527.4528
"6186","M","Ride",6.327,99905.8,2476.1,0.0247843468547372,656864.9966
"6187","M","Ride",7.878,97040.5,1464.9,0.015095758987227,779134.059
"6188","F","Run",2.364,5006.6,18,0.00359525426437103,12015.6024
"6189","M","Ride",6.493,28083.1,0,0,182343.5683
"6190","M","Ride",8.712,74111.2,957.5,0.012919774608966,655231.7744
"6191","F","Run",3.234,3816.5,20,0.00524040351107035,12542.561
"6192","F","Run",2.413,4550,0,0,10979.15
"6193","M","Ride",7.123,28492.1,143.8,0.00504701303168247,204387.2283
"6194","F","Ride",6.173,15235.9,122,0.00800740356657631,95271.2107
"6195","M","Ride",7.163,54532.9,134,0.00245723223962049,391959.1627
"6196","M","Ride",3.261,28921.6,471.8,0.0163130670502324,99031.3376
"6197","M","Run",3.455,3880.2,19,0.00489665481160765,13596.091
"6198","M","Ride",4.792,41674.1,957.9,0.0229854993869094,209281.2872
"6199","M","Ride",7.044,54930.3,470,0.00855629770818656,391629.0332
"6200","F","Ride",8.091,9708.7,0,0,78553.0917
"6201","M","Run",4.143,11139.2,0,0,46149.7056
"6202","M","Ride",7.101,12980.4,96,0.00739576592400851,93133.8204
"6203","M","Ride",5.888,23734.3,486.2,0.020485120690309,144609.5584
"6204","F","Run",2.712,3336.3,0,0,9048.0456
"6205","M","Ride",6.558,8453,12,0.00141961433810481,55554.774
"6206","F","Run",1.715,5915.2,119.9,0.0202698133621856,11343.568
"6207","F","Run",3.023,2478.9,33,0.0133123562870628,7823.7147
"6208","F","Ride",6.284,81142.3,2034,0.0250670735239203,530238.2132
"6209","F","Run",1.745,6500.3,0,0,11343.0235
"6210","M","Ride",5.436,45251.9,578.3,0.0127795738963447,251772.3284
"6211","M","Run",2.711,10311.4,0,0,27954.2054
"6212","F","Run",2.268,5094.6,47.3,0.00928434028186707,12027.5528
"6213","M","Ride",6.073,18863.4,415,0.0220002756661047,118707.4282
"6214","M","Ride",8.388,28937.8,321,0.0110927575696839,245940.2664
"6215","F","Run",2.439,6430.1,70.6,0.0109796115145954,16389.0139
"6216","M","Ride",3.93,14187.3,233.1,0.0164301875621154,58087.089
"6217","F","Ride",4.828,1221.6,0,0,5897.8848
"6218","F","Run",2.557,5027,0,0,12854.039
"6219","F","Ride",4.247,97275.4,1206.7,0.0124049862555178,425195.6238
"6220","F","Run",2.549,5365.7,31.1,0.00579607506942244,13988.1693
"6221","F","Run",1.837,12331.7,752.3,0.0610053763876838,30176.3329
"6222","M","Ride",6.783,94247.2,1076,0.0114167847957287,650038.7576
"6223","M","Ride",5.878,17570.6,518.1,0.0294867562860688,108460.9868
"6224","M","Ride",3.744,5469.9,11,0.00201100568566153,20589.3056
"6225","M","Run",2.691,12801.2,233,0.0182014186170047,36778.0292
"6226","F","Ride",4.978,10637.6,76.7,0.0072102729939084,53720.9728
"6227","M","Run",3.129,4671,0,0,14615.559
"6228","M","Ride",6.045,15192.3,148.3,0.00976152392988554,93320.4535
"6229","M","Ride",7.068,47872.2,246.6,0.00515121511023099,340826.7096
"6230","M","Ride",6.843,55104.6,520,0.00943659875945021,382280.7778
"6231","F","Ride",4.622,33025.6,435,0.013171600213168,156994.3232
"6232","F","Run",2.999,4861.1,22.8,0.00469029643496328,14806.4389
"6233","F","Ride",6.01,9176.7,78.7,0.00857606764959081,55938.967
"6234","M","Ride",4.121,4067.6,0,0,16762.5796
"6235","M","Ride",4.444,14612.6,123.9,0.00847898389061495,66177.3944
"6236","F","Run",2.842,3717.2,32.6,0.00877004196707199,10890.2824
"6237","F","Ride",2.656,12307.9,506.5,0.0411524305527344,37754.7824
"6238","F","Run",2.509,5050.9,0,0,12672.7081
"6239","M","Ride",5.22,37747.4,770.2,0.020404054318973,204743.428
"6240","F","Ride",6.245,33728.2,251,0.0074418439169597,213142.609
"6241","F","Run",3.085,11171.4,204.6,0.0183146248455878,36509.769
"6242","M","Ride",3.776,19989.6,572,0.0286148797374635,81200.7296
"6243","F","Run",2.344,5420.1,18.5,0.00341322115828121,12889.7144
"6244","M","Ride",6.886,17268.9,174,0.0100759168215694,120653.6454
"6245","M","Ride",8.227,57643.8,641.2,0.0111234859603288,480647.5426
"6246","F","Ride",5.435,41633.5,429.6,0.0103186136164387,230574.0725
"6247","F","Run",2.604,5225.5,45.2,0.008649889962683,14059.202
"6248","M","Ride",8.127,27581.6,167,0.00605476114511123,225825.6632
"6249","M","Ride",4.584,66117.9,1377.3,0.0208309701306303,316857.4536
"6250","M","Run",3.342,4525.3,12,0.00265175789450423,15243.5526
"6251","F","Run",0.968,4695.3,493,0.104998615636914,9475.0504
"6252","F","Ride",5.079,4617,10.6,0.00229586311457656,23555.743
"6253","F","Run",2.011,5376.6,23,0.00427779637689246,11042.3426
"6254","F","Ride",6.593,28344.9,315,0.0111131102949737,190027.9257
"6255","F","Ride",4.736,16125.6,194.4,0.0120553653817532,78314.8416
"6256","M","Run",2.799,8604.4,0,0,24083.7156
"6257","F","Ride",6.049,35798.2,72.3,0.00201965461950601,217266.3118
"6258","M","Run",3.381,8005.6,97.1,0.0121290096932147,28037.9336
"6259","F","Ride",4.079,4714.9,14.7,0.00311777556257821,19379.0771
"6260","M","Run",3.659,3359.3,56.5,0.016818980144673,12856.6787
"6261","M","Run",3.662,8938,39,0.00436339225777579,33120.956
"6262","F","Run",2.842,9656.8,10.2,0.00105625051776986,27546.6256
"6263","M","Ride",3.768,25356.8,651.5,0.0256933051489147,102059.4224
"6264","F","Ride",8.04,58831.1,24.9,0.000423245528300508,473251.044
"6265","F","Ride",8.159,28270,174,0.00615493455960382,232394.93
"6266","M","Ride",5.513,11234.5,35.7,0.00317771151364102,62292.7985
"6267","F","Ride",6.457,28121.8,0,0,181582.4626
"6268","M","Ride",8.187,21040,124,0.005893536121673,173494.48
"6269","M","Ride",6.266,55080.6,272.1,0.00494003333297023,347856.0396
"6270","F","Ride",1.383,10134.9,500.2,0.0493542116843777,19018.5667
"6271","F","Ride",6.483,12012.7,2138,0.177978306292507,99258.3341
"6272","M","Ride",2.106,17553.9,246.5,0.01404246349814,39433.5134
"6273","M","Ride",4.224,68842.4,654.4,0.00950576970006856,297334.2976
"6274","F","Ride",7.306,10593.9,84,0.00792909126950415,78239.0334
"6275","F","Run",2.761,5022.1,20.8,0.00414169371378507,14074.0181
"6276","M","Ride",5.052,39191.8,586.6,0.0149674166534836,203862.9736
"6277","M","Ride",6.953,26026.3,0,0,180960.8639
"6278","M","Ride",8.432,33599.6,135.8,0.00404171478231884,284669.8272
"6279","F","Run",2.789,16166.7,27.2,0.00168247075779225,45360.9263
"6280","M","Ride",4.459,8713.8,57.1,0.00655282425577819,39425.8342
"6281","M","Ride",7.06,21822.9,32.8,0.00150300830778677,154397.674
"6282","M","Ride",3.002,384.2,0,0,1153.3684
"6283","M","Run",2.854,8526.5,74.8,0.00877264997361168,25082.631
"6284","M","Ride",5.611,11435.5,99.4,0.00869223033535919,65158.5905
"6285","M","Ride",4.957,4595.6,29.2,0.00635390373400644,23072.3892
"6286","M","Run",1.786,214.3,0,0,382.7398
"6287","M","Ride",10.628,140091,2291,0.016353655837991,1511797.148
"6288","F","Run",2.422,8499.3,103.9,0.0122245361382702,21624.3046
"6289","M","Ride",4.383,14598.6,315.1,0.0215842615045278,67136.6638
"6290","M","Ride",5.103,43300.8,1064.9,0.0245930791117023,231612.9824
"6291","M","Run",2.231,4919,94.4,0.0191908924578166,11918.289
"6292","F","Ride",6.679,42103,41.6,0.000988053107854547,281621.937
"6293","M","Ride",5.563,49119.3,644.2,0.0131150077464459,279692.6659
"6294","F","Run",3.255,4921.6,0,0,16019.808
"6295","M","Ride",5.753,12294.2,57.9,0.00470953783084707,71307.5326
"6296","F","Ride",1.14,59.3,0,0,67.602
"6297","M","Ride",5.076,17030.4,1041.9,0.061178833145434,96865.3104
"6298","F","Run",2.639,6737.8,98.3,0.0145893318293805,18764.0542
"6299","M","Ride",4.204,32827.5,862,0.0262584723174168,146626.81
"6300","M","Ride",1.349,5682.7,63.7,0.0112094602917627,8302.9623
"6301","F","Run",3.331,6446,46.2,0.00716723549488055,21933.626
"6302","M","Ride",8.984,53646,114,0.00212504194161727,483095.664
"6303","F","Ride",5.894,30665.4,550.7,0.0179583504536057,186248.8676
"6304","M","Run",2.872,7123,58.3,0.00818475361504984,21040.256
"6305","F","Ride",3.892,5020.2,11.4,0.00227082586351141,19652.6184
"6306","M","Ride",8.495,23387.2,4,0.000171033727851132,198714.264
"6307","F","Ride",4.974,30820.5,127,0.00412063399360815,154571.167
"6308","M","Ride",4.828,7266.4,46.8,0.00644060332489266,35550.1792
"6309","M","Ride",4.49,4072.1,25.9,0.00636035460818742,18542.729
"6310","M","Run",2.298,32148.1,783,0.0243560272613312,81706.3338
"6311","M","Run",3.317,12869.4,11.5,0.000893592552877368,42802.7998
"6312","M","Ride",0.343,2.4,0,0,0.8232
"6313","F","Ride",5.17,136414,914,0.00670019206239829,714400.38
"6314","F","Ride",7.431,65338.9,233,0.00356602269092378,487863.3659
"6315","M","Run",3.492,9924.7,11.2,0.00112849758682882,34769.0524
"6316","M","Ride",6.124,30098.9,391,0.0129905079587626,188235.6636
"6317","M","Ride",8.316,33972.9,5,0.000147176131563688,282568.6364
"6318","M","Run",3.335,4562.1,10,0.0021919729948927,15314.6035
"6319","F","Ride",6.462,16115.8,13.5,0.000837687238610556,104275.2996
"6320","M","Ride",6.719,19411.7,118.2,0.00608911120612826,131609.2123
"6321","M","Ride",8.044,19972.2,79.2,0.00396551206176585,161448.3768
"6322","M","Ride",3.929,38700.1,508.4,0.0131369169588709,157136.6929
"6323","M","Run",3.488,7321.7,45.7,0.00624171981916768,25995.0896
"6324","M","Ride",3.54,25706.1,850,0.0330660815915289,99499.594
"6325","F","Run",2.333,14674.1,0,0,34234.6753
"6326","F","Ride",7.364,45033,169,0.00375280349965581,333313.012
"6327","F","Run",2.268,33898,197.9,0.00583810254292289,78859.664
"6328","M","Run",2.241,7093.6,140.9,0.019862975076125,17305.7576
"6329","M","Ride",3.255,1770.6,0,0,5763.303
"6330","M","Run",1.786,2114.2,0,0,3775.9612
"6331","F","Run",1.738,3879,0,0,6741.702
"6332","F","Run",2.13,2924.4,16,0.00547120776911503,6388.972
"6333","M","Ride",7.525,61504,689,0.0112025234131113,469707.6
"6334","F","Ride",5.597,42186.4,587.5,0.013926289041018,241992.2808
"6335","F","Ride",6.377,15694.9,108.2,0.00689395918419359,101168.3773
"6336","M","Run",2.76,9939.8,192,0.0193162840298598,29353.848
"6337","F","Ride",7.336,48268,239,0.00495152067622441,356484.048
"6338","F","Run",3.279,1898.7,0,0,6225.8373
"6339","M","Ride",3.146,14095.3,0,0,44343.8138
"6340","M","Run",3.646,12013.3,162.3,0.0135100263874206,45423.4918
"6341","F","Run",2.795,10776.7,55.9,0.00518711664980931,30679.8765
"6342","F","Run",2.172,4609.3,0,0,10011.3996
"6343","F","Run",2.385,4391.5,30.4,0.00692246385062052,10777.7275
"6344","F","Ride",6.598,22538.5,66,0.00292832264791357,149369.023
"6345","M","Ride",7.9,43695.8,240,0.00549251873177742,347596.82
"6346","M","Ride",3.897,33301.6,179.5,0.00539013140509765,131571.3352
"6347","F","Run",3.024,1067.6,4,0.00374672161858374,3268.4224
"6348","F","Run",2.298,4396.7,0,0,10103.6166
"6349","F","Ride",7.208,10004.3,136,0.0135941545135592,73470.9944
"6350","M","Run",1.758,8450.8,0,0,14856.5064
"6351","M","Ride",9.497,48880.3,339,0.00693530931684134,467606.2091
"6352","M","Ride",5.649,5264.7,94.9,0.0180257184644899,30689.2903
"6353","F","Run",1.782,1775.2,47,0.0264758900405588,3633.4064
"6354","F","Run",2.724,4331.6,82.2,0.0189768214978299,12621.2784
"6355","F","Run",2.333,14674.1,0,0,34234.6753
"6356","M","Run",1.692,3562.7,10.7,0.00300334016335925,6135.0884
"6357","M","Ride",7.126,107411,1171,0.0109020491383564,777120.786
"6358","F","Run",2.907,11688,62.1,0.00531314168377823,34598.016
"6359","F","Ride",9.217,36526.1,275.5,0.0075425517643548,339416.0637
"6360","F","Ride",7.696,68933.9,611,0.00886356350068689,536625.2944
"6361","M","Ride",8.568,80646.1,920,0.0114078672124256,700175.7848
"6362","F","Ride",1.974,15539.6,315.8,0.0203222734175912,33833.1704
"6363","M","Ride",7.351,72854.6,306,0.00420014659335169,538614.1646
"6364","F","Ride",5.333,17213.7,103.8,0.0060300806915422,92838.6621
"6365","F","Run",2.229,6726,137,0.020368718406185,16362.254
"6366","F","Ride",4.866,6837.3,0,0,33270.3018
"6367","M","Run",2.861,12064.5,47.3,0.00392059347672925,34989.5345
"6368","F","Ride",8.605,57611.6,87,0.00151011254677877,496617.818
"6369","M","Ride",3.646,16426.7,160.2,0.00975241527513134,61493.7482
"6370","M","Ride",5.707,6917.2,96.1,0.0138929046434974,40437.4604
"6371","F","Run",3.199,4286.7,0,0,13713.1533
"6372","M","Ride",7.402,115616,743,0.00642644616662054,863219.632
"6373","M","Ride",8.604,30775.1,10.8,0.000350933059518897,264896.9604
"6374","F","Ride",4.215,20527.9,1013,0.0493474734385885,96655.0985
"6375","F","Ride",4.292,3330.5,10.5,0.00315267977781114,14399.506
"6376","F","Run",1.407,8170,47.8,0.00585067319461444,11973.19
"6377","F","Ride",7.465,104759,1000,0.0095457192222148,792025.935
"6378","M","Ride",4.468,11640.1,0,0,52007.9668
"6379","F","Run",2.97,6564.3,74.7,0.0113797358438828,20242.971
"6380","M","Ride",5.953,21460.4,5,0.00023298726957559,127803.7612
"6381","F","Ride",6.619,15474.2,288.9,0.0186697858370707,105312.7298
"6382","M","Ride",7.441,37211.9,359,0.00964745148729304,280483.7479
"6383","F","Run",1.899,6986.1,61.2,0.00876025250139563,13878.6039
"6384","M","Ride",9.86,55718.6,212,0.00380483357442578,551505.396
"6385","M","Ride",5.051,1388.9,0,0,7015.3339
"6386","M","Ride",6.441,66682.4,1148.4,0.0172219356231929,440985.3384
"6387","F","Ride",5.082,33484.6,41.7,0.00124534860801682,170585.7372
"6388","F","Ride",6.154,11864.6,69,0.00581561957419551,73704.7484
"6389","M","Ride",6.852,60524.8,632,0.0104420006344507,421035.9296
"6390","M","Ride",5.704,30032.9,1003.5,0.0334133566855016,181342.6616
"6391","M","Run",3.026,4974.6,59,0.0118602500703574,15643.1396
"6392","F","Ride",7.239,84652.2,0,0,612797.2758
"6393","F","Run",2.889,1707.5,21,0.012298682284041,5142.9675
"6394","M","Run",3.691,8407.2,110.5,0.0131434960510039,32135.9752
"6395","F","Run",1.99,3601.3,81.4,0.0226029489351068,7980.587
"6396","M","Ride",6.241,32354.8,299.1,0.00924437795937543,204917.3068
"6397","M","Ride",5.455,9011.9,43.2,0.00479366171395599,49591.9145
"6398","F","Run",2.197,5164.9,14.1,0.00272996573021743,11488.2853
"6399","F","Run",2.755,4235.1,48.6,0.0114755259616066,12153.7005
"6400","M","Ride",6.259,25543,304.4,0.0119171593000039,162917.637
"6401","M","Run",3.704,4878.7,25.8,0.0052882940127493,18328.7048
"6402","M","Ride",5.591,4651.4,13.8,0.00296684869071677,26143.9774
"6403","F","Run",2.336,5809,25,0.00430366672404889,13819.824
"6404","M","Ride",8.506,74449.8,722,0.00969780979935473,640489.9988
"6405","M","Ride",5.408,17844.9,42,0.00235361363750988,96925.2192
"6406","M","Ride",3.584,16742.8,427,0.0255035000119454,64276.1952
"6407","M","Run",2.498,8838,82,0.00927811722109075,22897.324
"6408","F","Run",3.433,6247.8,161,0.0257690707128909,23058.6974
"6409","F","Ride",2.872,16444.3,531,0.0322908241761583,52538.0296
